file,line,type,commit,author,date,time,timezone,datetime,depth,length
src\routes\+page.svelte,6,js,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,41
src\routes\+page.svelte,7,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,8
src\routes\+page.svelte,8,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,22
src\routes\+page.svelte,9,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,0
src\routes\+page.svelte,10,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,53
src\routes\+page.svelte,11,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,0
src\routes\+page.svelte,12,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,148
src\routes\+page.svelte,13,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,185
src\routes\+page.svelte,14,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,97
src\routes\+page.svelte,15,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,162
src\routes\+page.svelte,16,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,3
src\routes\+page.svelte,17,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,3
src\routes\+page.svelte,18,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,14
src\routes\+page.svelte,19,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,4
src\routes\+page.svelte,20,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,21
src\routes\+page.svelte,21,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,32
src\routes\+page.svelte,22,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,29
src\routes\+page.svelte,23,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,6
src\routes\+page.svelte,24,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,5
src\routes\+page.svelte,25,svelte,ac7ee270,juan1t0,2025-05-21,09:40:57,-03:00,2025-05-21T09:40:57-03:00,0,3
src\routes\+page.svelte,26,svelte,ac7ee270,juan1t0,2025-05-21,09:40:57,-03:00,2025-05-21T09:40:57-03:00,0,82
src\routes\+page.svelte,27,svelte,ac7ee270,juan1t0,2025-05-21,09:40:57,-03:00,2025-05-21T09:40:57-03:00,0,13
src\routes\+page.svelte,28,svelte,ac7ee270,juan1t0,2025-05-21,09:40:57,-03:00,2025-05-21T09:40:57-03:00,0,21
src\routes\+page.svelte,29,svelte,a12cd056,juan1t0,2025-05-21,14:15:03,-03:00,2025-05-21T14:15:03-03:00,0,0
src\routes\+page.svelte,30,svelte,a12cd056,juan1t0,2025-05-21,14:15:03,-03:00,2025-05-21T14:15:03-03:00,0,43
